CO_UNIDADE,CO_CNES,NU_CNPJ_MANTENEDORA,TP_PFPJ,NIVEL_DEP,NO_RAZAO_SOCIAL,NO_FANTASIA,NO_LOGRADOURO,NU_ENDERECO,NO_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_CPF,NU_CNPJ,CO_ATIVIDADE,CO_CLIENTELA,TP_UNIDADE,CO_ESTADO_GESTOR,CO_MUNICIPIO_GESTOR,TP_ESTAB_SEMPRE_ABERTO,CO_TIPO_UNIDADE,NO_FANTASIA_ABREV,TP_GESTAO,competencia,LATITUDE,LONGITUDE,ano,mes
3550306503829,6503829,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX HCFMUSP SAO PAULO,AV DR ENEAS DE CARVALHO AGUIAR,255,PRED DOS AMBULAT,CERQUEIRA CESAR,5403000,"","",4,2,43,35,355030,N,"","",E,2018-12-01,-23.5567768,-46.6703302,2018,12
3550306578640,6578640,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX DR GERALDO BOURROUL,RUA MARTINS FONTES,208,"",CENTRO,1050000,"","",4,2,43,35,355030,"","","",E,2018-12-01,-23.5488829,-46.6445242,2018,12
3550303554538,3554538,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX SES SP AME MARIA ZELIA SAO PAULO,RUA JEQUITINHONHA,360,"",BELENZINHO,3021040,"","",4,3,43,35,355030,N,"","",E,2018-12-01,-23.531084,-46.5995908,2018,12
3550303586677,3586677,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX SES SP CDL CENTRO DE DIST E LOGISTCA,RUA PADRE CARVALHO,496,"",PINHEIROS,5427020,"","",4,3,43,35,355030,"","","",E,2018-12-01,-23.5642924,-46.6967253,2018,12
3550309687092,9687092,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE PEDROSO,AV PEDROSO DE MORAES,1193,"",PINHEIROS,5419001,"",61549259000504,3,3,43,35,355030,N,"","",M,2018-12-01,-23.5600382,-46.6956912,2018,12
3550309687092,9687092,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE PEDROSO,AV PEDROSO DE MORAES,1193,"",PINHEIROS,5419001,"",61549259000504,3,3,43,35,355030,N,"","",M,2018-12-01,-23.5600382,-46.6956912,2018,12
3550309602097,9602097,"",3,1,RAIA DROGASIL S A,DROGASIL CACHOEIRINHA 1,AV PARADA PINTO,310,"",VILA NOVA CACHOEIRIN,2611002,"",61585865114831,4,1,43,35,355030,N,"","",M,2018-12-01,-23.471268,-46.6659113,2018,12
3550309686975,9686975,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE ANGELICA,AV ANGELICA,1868,"",HIGIENOPOLIS,1228200,"",61549259000695,3,3,43,35,355030,N,"","",M,2018-12-01,-23.5487329,-46.659436,2018,12
3550309686975,9686975,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE ANGELICA,AV ANGELICA,1868,"",HIGIENOPOLIS,1228200,"",61549259000695,3,3,43,35,355030,N,"","",M,2018-12-01,-23.5487329,-46.659436,2018,12
3550306578632,6578632,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX CENTRO DE REFERENCIA DA SAUDE DA MULHER,AV BRIGADEIRO LUIZ ANTONIO,683,"",CENTRO,1317000,"","",3,2,43,35,355030,"","","",E,2018-12-01,-23.5563575,-46.6393998,2018,12
3550306580955,6580955,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX HOSPITAL GERAL DE PEDREIRA,RUA JOAO FRANCISCO DE MOURA,251,"",VILA CAMPO GRANDE,4455170,"","",4,3,43,35,355030,"","","",E,2018-12-01,-23.6812417,-46.6773831,2018,12
3550306557961,6557961,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX HSPE IAMSPE SAO PAULO,RUA PEDRO DE TOLEDO,1800,"",VILA CLEMENTINO,4039004,"","",2,3,43,35,355030,"","","",E,2018-12-01,-23.5972227,-46.6544103,2018,12
3550303546969,3546969,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX SES SP CENTRAL,AV DR ENEAS CARVALHO DE AGUIAR,188,TERREO,V CERQUEIRA CESAR,5403000,"","",4,3,43,35,355030,"","","",E,2018-12-01,-23.556684,-46.6688376,2018,12
3550303554457,3554457,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX SES SP LUIZ DA ROCHA CERQUEIRA ITAPEVA,RUA ITAPEVA,700,"",CERQUEIRA CEZAR,1332000,"","",4,"",43,35,355030,"","","",E,2018-12-01,-23.5616609,-46.6543559,2018,12
3550309687130,9687130,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE TATUAPE,RUA TUIUTI,2229,"",TATUAPE,3307900,"",61549259001829,3,3,43,35,355030,N,"","",M,2018-12-01,-23.5450591,-46.5743017,2018,12
3550309687130,9687130,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE TATUAPE,RUA TUIUTI,2229,"",TATUAPE,3307900,"",61549259001829,3,3,43,35,355030,N,"","",M,2018-12-01,-23.5450591,-46.5743017,2018,12
3550309602429,9602429,"",3,1,RAIA DROGASIL S A,RAIA MORUMBI B,AV MORUMBI,3600,"",MORUMBI,5606300,"",61585865176004,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5973041,-46.708745,2018,12
3550309602429,9602429,"",3,1,RAIA DROGASIL S A,RAIA MORUMBI B,AV MORUMBI,3600,"",MORUMBI,5606300,"",61585865176004,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5973041,-46.708745,2018,12
3550309602542,9602542,"",3,1,DIMED SA DISTRIBUIDORA DE MEDICAMENTOS,PANVEL FARMACIAS FILIAL 802,AV EUROPA,352,"",JARDIM EUROPA,1446040,"",92665611045197,4,3,43,35,355030,N,"","",M,2018-12-01,-23.5742447,-46.6774119,2018,12
3550309601376,9601376,"",3,1,DROGARIA SAO PAULO S A,DROGARIA SAO PAULO FILIAL MOEMA II,AVENIDA MOEMA,321,331,MOEMA,4077020,"",61412110044365,4,2,43,35,355030,S,"","",M,2018-12-01,-23.6049964,-46.657726,2018,12
3550303554481,3554481,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX DRS I GRANDE SAO PAULO VILA MARIANA,AV DR ALTINO ARANTES,1344,"",VILA CLEMENTINO,4042005,"","",4,3,43,35,355030,"","","",E,2018-12-01,-23.6022086,-46.6498856,2018,12
3550306277373,6277373,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX EMILIO RIBAS SAO PAULO,AV DR ARNALDO,165,"",CERQUEIRA CESAR,1246900,"","",4,2,43,35,355030,"","","",E,2018-12-01,-23.5558033,-46.6675382,2018,12
3550303554503,3554503,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX DRS I GRANDE SAO PAULO NGA VARZEA DO CARMO,RUA LEOPOLDO MIGUEZ,327,"",GLICERIO,1518020,"","",4,3,43,35,355030,"","","",E,2018-12-01,-23.5563983,-46.6256713,2018,12
3550303554554,3554554,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX SES SP PAM CENTRO,RUA CONSELHEIRO CRISPINIANO,20,"",CENTRO,1037000,"","",4,3,43,35,355030,"","","",E,2018-12-01,-23.5468395,-46.6401834,2018,12
3550306323715,6323715,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX HOSPITAL BRIGADEIRO,AV BRIGADEIRO LUIS ANTONIO,2651,"",JD PAULISTA,1401901,"","",4,3,43,35,355030,"","","",E,2018-12-01,-23.5705205,-46.65133549999999,2018,12
3550307980833,7980833,"",3,1,HEMOMED INSTITUTO DE ONCOLOGIA E HEMATOLOGIA,HEMOMED ONCOLOGIA E HEMATOLOGIA,RUA ITATIARA,131,"",PACAEMBU,1242020,"",10475230000837,4,2,43,35,355030,N,"","",M,2018-12-01,-23.5456008,-46.6637585,2018,12
3550309623752,9623752,"",3,1,DROGARIA SAO PAULO,DROGARIA SAO PAULO VILA NOVA CONCEICAO III,R AFONSO BRAZ,337,"",VILA NOVA CONCEICAO,4511011,"",61412110094460,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5958499,-46.6671203,2018,12
3550303555771,3555771,33781055000135,3,3,FUNDACAO OSWALDO CRUZ,FARMACIA POPULAR DO BRASIL V PRUDENTE,AV ZELINA,1011,"",VILA ZELINA,3143003,"",33781055003908,4,1,43,35,355030,"","","",M,2018-12-01,-23.589966,-46.5741232,2018,12
3550309602488,9602488,"",3,1,DIMED SA DISTRIBUIDORA DE MEDICAMENTOS,PANVEL FARMACIAS FILIAL 800,AV GIOVANNI GRONCHI,5930,LOJA 5 LOJA 6,VILA ANDRADE,5724002,"",92665611039979,4,2,43,35,355030,N,"","",M,2018-12-01,-23.6277019,-46.7359191,2018,12
3550309602488,9602488,"",3,1,DIMED SA DISTRIBUIDORA DE MEDICAMENTOS,PANVEL FARMACIAS FILIAL 800,AV GIOVANNI GRONCHI,5930,LOJA 5 LOJA 6,VILA ANDRADE,5724002,"",92665611039979,4,2,43,35,355030,N,"","",M,2018-12-01,-23.6277019,-46.7359191,2018,12
3550309610294,9610294,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE PAMPLONA,AV PAULISTA,1257,"",BELA VISTA,1311200,"",61549259003104,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5638905,-46.654184,2018,12
3550309610294,9610294,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE PAMPLONA,AV PAULISTA,1257,"",BELA VISTA,1311200,"",61549259003104,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5638905,-46.654184,2018,12
3550309602267,9602267,"",3,1,RAIA DROGASILS A,DROGASIL VILA NOVA CONCEICAO 2,RUA JOAO LOURENCO,331,"",VILA NOVA CONCEICAO,4508030,"",61585865173412,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5910162,-46.6679059,2018,12
3550309602267,9602267,"",3,1,RAIA DROGASILS A,DROGASIL VILA NOVA CONCEICAO 2,RUA JOAO LOURENCO,331,"",VILA NOVA CONCEICAO,4508030,"",61585865173412,4,1,43,35,355030,N,"","",M,2018-12-01,-23.5910162,-46.6679059,2018,12
3550306352820,6352820,46374500000194,3,3,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,FARMACIA MEDEX INSTITUTO DANTE PAZZANESE DE CARDIOLOGIA,AV DR DANTE PAZZANESE,500,"",IBIRAPUERA,4012180,"","",4,3,43,35,355030,"","","",E,2018-12-01,-23.5852918,-46.6513559,2018,12
