CO_UNIDADE,CO_CNES,NU_CNPJ_MANTENEDORA,TP_PFPJ,NIVEL_DEP,NO_RAZAO_SOCIAL,NO_FANTASIA,NO_LOGRADOURO,NU_ENDERECO,NO_COMPLEMENTO,NO_BAIRRO,CO_CEP,NU_CPF,NU_CNPJ,CO_ATIVIDADE,CO_CLIENTELA,TP_UNIDADE,CO_ESTADO_GESTOR,CO_MUNICIPIO_GESTOR,TP_ESTAB_SEMPRE_ABERTO,CO_TIPO_UNIDADE,NO_FANTASIA_ABREV,TP_GESTAO,competencia,LATITUDE,LONGITUDE,ano,mes
3550309710833,9710833,"",3,1,RAIA DROGASIL S A,DROGASIL SP CERQUEIRA CESAR 3,OSCAR FREIRE,278,282,CERQUEIRA CESAR,1426000,"",61585865218882,4,1,43,35,355030,S,"","",M,2020-12-01,-23.5667491,-46.6646268,2020,12
3550309710833,9710833,"",3,1,RAIA DROGASIL S A,DROGASIL SP CERQUEIRA CESAR 3,OSCAR FREIRE,278,282,CERQUEIRA CESAR,1426000,"",61585865218882,4,1,43,35,355030,S,"","",M,2020-12-01,-23.5667491,-46.6646268,2020,12
3550309710663,9710663,"",3,1,RAIA DROGASIL S A,DROGASIL 1184 SUMAREZINHO 1,RUA HEITOR PENTEADO,1220,"",SUMAREZINHO,5438100,"",61585865197435,4,1,43,35,355030,N,"","",M,2020-12-01,-23.5467011,-46.6900215,2020,12
3550309719415,9719415,"",3,1,EMPREENDIMENTOS PAGUE MENOS SA,FARMACIAS PAGUE MENOS V LEOPOLDINA,AV IMPERATRIZ LEOPOLINA,1296,"",V LEOPOLDINA,5305002,"",6626253076999,3,3,43,35,355030,N,"","",M,2020-12-01,-23.5327541,-46.7295314,2020,12
3550309719628,9719628,"",3,1,EMPREENDIMENTOS PAGUE MENOS SA,FARMACIAS PAGUE MENOS LIMAO,PRACA MARCO ANTONIO PRIMON MAESTRE,S/N,"",LIMAO,2710030,"",6626253106308,3,3,43,35,355030,N,"","",M,2020-12-01,-23.5056257,-46.6729279,2020,12
3550300393576,393576,"",3,1,RAIA DROGASIL S A,RAIA,MINISTRO LAUDO FERREIRA DE CAMARGO,293,ANEXO 301 E 303,JARDIM PERI PERI,5537001,"",61585865068384,4,1,43,35,355030,N,"","",M,2020-12-01,-23.5873318,-46.7370223,2020,12
3550309602291,9602291,"",3,1,RAIA DROGASIL S A,RAIA HIGIENOPOLIS C,MARANHAO,812,"",HIGIENOPOLIS,1240000,"",61585865174303,4,1,43,35,355030,N,"","",M,2020-12-01,-23.5426036,-46.6598078,2020,12
3550309602291,9602291,"",3,1,RAIA DROGASIL S A,RAIA HIGIENOPOLIS C,MARANHAO,812,"",HIGIENOPOLIS,1240000,"",61585865174303,4,1,43,35,355030,N,"","",M,2020-12-01,-23.5426036,-46.6598078,2020,12
3550309610286,9610286,"",3,1,RAIA DROGASIL S A,DROGASIL 3010 TATUAPE 8,EMILIA MARENGO,537,541,VILA REGENTE FEIJO,3336000,"",61585865217134,4,1,43,35,355030,N,"","",M,2020-12-01,-23.5530623,-46.56198999999999,2020,12
3550309610286,9610286,"",3,1,RAIA DROGASIL S A,DROGASIL 3010 TATUAPE 8,EMILIA MARENGO,537,541,VILA REGENTE FEIJO,3336000,"",61585865217134,4,1,43,35,355030,N,"","",M,2020-12-01,-23.5530623,-46.56198999999999,2020,12
3550309610324,9610324,"",3,1,RAIA DROGASIL S A,DROGASIL 3006 PINHEIROS 5,TEODORO SAMPAIO,612,"",PINHEIROS,5406000,"",61585865217568,4,1,43,35,355030,N,"","",M,2020-12-01,-23.5568371,-46.6765511,2020,12
3550309610324,9610324,"",3,1,RAIA DROGASIL S A,DROGASIL 3006 PINHEIROS 5,TEODORO SAMPAIO,612,"",PINHEIROS,5406000,"",61585865217568,4,1,43,35,355030,N,"","",M,2020-12-01,-23.5568371,-46.6765511,2020,12
3550309610332,9610332,"",3,1,RAIA DROGASIL S A,DROGA RAIA 2985 SP GRANJA JULIETA C,RUA PROFESSOR MANOELITO DE ORNELLAS,56,ESQ R VERBO DIVINO,CHACARA SANTO ANTONI,4719040,"",61585865217487,4,1,43,35,355030,N,"","",M,2020-12-01,-23.6314531,-46.71047919999999,2020,12
3550309610332,9610332,"",3,1,RAIA DROGASIL S A,DROGA RAIA 2985 SP GRANJA JULIETA C,RUA PROFESSOR MANOELITO DE ORNELLAS,56,ESQ R VERBO DIVINO,CHACARA SANTO ANTONI,4719040,"",61585865217487,4,1,43,35,355030,N,"","",M,2020-12-01,-23.6314531,-46.71047919999999,2020,12
3550300217336,217336,"",3,1,RAIA DROGASIL S A,DROGASIL 511 SP VILA CLEMENTINO 2,RUA LEANDRO DUPRET,1037,"",VILA CLEMENTINO,4025014,"",61585865079823,4,1,43,35,355030,N,"","",M,2020-12-01,-23.6041939,-46.6469065,2020,12
3550300217336,217336,"",3,1,RAIA DROGASIL S A,DROGASIL 511 SP VILA CLEMENTINO 2,RUA LEANDRO DUPRET,1037,"",VILA CLEMENTINO,4025014,"",61585865079823,4,1,43,35,355030,N,"","",M,2020-12-01,-23.6041939,-46.6469065,2020,12
3550309687084,9687084,"",3,1,DROGARIA ONOFRE LTDA,DROGARIA ONOFRE NHAMBIQUARAS,ALAMEDA NHAMBIQUARAS,393,"",MOEMA,4090000,"",61549259002639,3,3,43,35,355030,N,"","",M,2020-12-01,-23.6036921,-46.6559941,2020,12
3550309687017,9687017,"",3,1,RAIA DROGASIL S A,DROGASIL 3039 MOEMA 7,DOS ARAPANES,1179,"",MOEMA,4524002,"",61585865219005,4,1,43,35,355030,N,"","",M,2020-12-01,-23.6073632,-46.6674566,2020,12
3550309687017,9687017,"",3,1,RAIA DROGASIL S A,DROGASIL 3039 MOEMA 7,DOS ARAPANES,1179,"",MOEMA,4524002,"",61585865219005,4,1,43,35,355030,N,"","",M,2020-12-01,-23.6073632,-46.6674566,2020,12
